feature_variant,lr,rollout_len,hidden_sizes,clip_coef,reward_temperature,max_episode_steps,val_mse_mean,val_mse_std,final_reward_mean,final_reward_std,train_time_mean,train_time_std
full,0.0003,512,"(128, 128)",0.2,0.5,512,3905.538,1346.9249,195.17802910535616,5.834804558687618,259.13774120834813,2.5543135936204013
full,0.0003,512,"(128, 128)",0.1,0.5,512,7316.42,2218.3152,196.9786131231622,1.056611657442871,260.99026447235764,0.16701154422542738
full,0.0003,512,"(128, 128)",0.25,0.5,512,7135.4595,1092.0419,199.17620367117192,1.6811045134272042,261.9497783193365,0.10729948468838472
full,0.0003,512,"(256, 256)",0.2,0.5,512,6792.3047,3788.5696,196.9081965495869,6.332874604501014,261.8083696386505,0.2182556256845132
full,0.0003,512,"(256, 256)",0.1,0.5,512,8085.7114,2074.8254,196.46514541787167,1.31251900858986,261.9243991113229,0.12863387234353083
full,0.0003,512,"(256, 256)",0.25,0.5,512,7146.2407,1726.5043,194.8554880234706,3.44324472774887,261.9655490560108,0.31432613560257305
full,0.0003,512,"(512, 512)",0.2,0.5,512,11417.149,2700.4224,197.33467788594308,5.335113601623049,262.38436823600205,0.0716095088962825
full,0.0003,512,"(512, 512)",0.1,0.5,512,6653.215,677.00134,195.36708456337124,1.9197593407985087,262.31259558334324,0.15142118609390534
full,0.0003,512,"(512, 512)",0.25,0.5,512,9388.315,2444.183,196.6269058503037,3.4251142859953045,262.5516964446676,0.3705631619349376
full,0.0003,1024,"(128, 128)",0.2,0.5,512,4093.0205,791.7316,200.7562943997004,0.8123488255843802,258.9646977779921,0.2909883926640093
full,0.0003,1024,"(128, 128)",0.1,0.5,512,7001.273,1060.6803,194.76523130132273,2.0162562135547053,258.92069180567825,0.22716963568343893
full,0.0003,1024,"(128, 128)",0.25,0.5,512,5715.8984,2372.2788,199.1759873615356,1.5218676834545293,258.81701143066556,0.12597752796092337
full,0.0003,1024,"(256, 256)",0.2,0.5,512,7904.5396,1637.0609,195.34230933893014,3.669090228127651,259.2491127086687,0.35368816411107473
full,0.0003,1024,"(256, 256)",0.1,0.5,512,7588.3413,679.75385,195.46454632185885,3.2184445862052087,259.02218968066154,0.2786355459547422
full,0.0003,1024,"(256, 256)",0.25,0.5,512,6167.6255,425.72568,198.8046081976049,2.2652678002991604,258.7219678473387,0.15831397324118493
full,0.0003,1024,"(512, 512)",0.2,0.5,512,4754.7974,1206.1123,198.15369059966204,1.4080359289095115,258.4656035976756,0.06714068947777324
full,0.0003,1024,"(512, 512)",0.1,0.5,512,7097.3813,534.5849,196.11791797471184,5.001918295606537,257.9416585136593,0.20354587102922775
full,0.0003,1024,"(512, 512)",0.25,0.5,512,4747.558,1343.7339,205.23457004409428,3.8458461029332396,257.93883427799057,0.19689688055904533
full,0.0003,2048,"(128, 128)",0.2,0.5,512,6438.551,797.01605,200.92255247301196,3.9704799182129804,257.8601701806571,0.35166889829454584
full,0.0003,2048,"(128, 128)",0.1,0.5,512,5502.197,588.4127,190.39663890501,1.5780536189937988,257.86530816667556,0.06048618952973538
full,0.0003,2048,"(128, 128)",0.25,0.5,512,6624.2383,2588.8076,195.95100736832572,4.201430330812124,258.2162133193342,0.39817531707994597
full,0.0003,2048,"(256, 256)",0.2,0.5,512,7274.0015,1121.1022,200.30671754762602,1.074138979104012,258.1349781253375,0.0190208856910665
full,0.0003,2048,"(256, 256)",0.1,0.5,512,6392.4907,636.6982,193.12183757340156,2.4028933922765017,257.9512731806608,0.4034033011606185
full,0.0003,2048,"(256, 256)",0.25,0.5,512,8525.19,411.6008,195.4720926975308,3.282349234903576,257.7509917499847,0.5804619041735178
full,0.0003,2048,"(512, 512)",0.2,0.5,512,6102.9824,187.74557,199.5519541576617,1.3562923762686583,258.2756563749863,0.09250778474318481
full,0.0003,2048,"(512, 512)",0.1,0.5,512,6012.787,342.5242,193.00299498295047,1.7507978877989807,258.0417579586695,0.11329653273479698
full,0.0003,2048,"(512, 512)",0.25,0.5,512,6814.256,3033.2634,201.41802138733217,1.6266168044508111,258.1028876113317,0.2769947917114909
full,0.0001,512,"(128, 128)",0.2,0.5,512,11223.128,3648.471,195.58885079937068,3.489039371963199,262.67036908333347,0.419301332851065
full,0.0001,512,"(128, 128)",0.1,0.5,512,5685.2466,500.77383,190.42180689859433,1.7739105445811312,262.59492958333186,0.3920225352286428
full,0.0001,512,"(128, 128)",0.25,0.5,512,8433.456,3425.3005,193.35682463806214,1.7920499003804042,262.3815474583146,0.336373437071579
full,0.0001,512,"(256, 256)",0.2,0.5,512,7032.9097,1089.2765,193.0736468615554,2.9959227066319434,262.77201520799036,0.22096118419224037
full,0.0001,512,"(256, 256)",0.1,0.5,512,6257.64,1071.2848,191.25590953622364,2.3360089299182714,262.6636334720145,0.26037086112027974
full,0.0001,512,"(256, 256)",0.25,0.5,512,9084.582,4291.7974,192.73876765343115,2.723118710106232,262.6824189303443,0.45457155437567265
full,0.0001,512,"(512, 512)",0.2,0.5,512,10984.677,1451.0217,193.10583695686827,5.3254457009864415,262.21100843069144,0.2530787819798671
full,0.0001,512,"(512, 512)",0.1,0.5,512,5634.7036,1387.9374,193.1297979496907,3.3042081946743527,260.59640311133506,2.342420794419748
full,0.0001,512,"(512, 512)",0.25,0.5,512,10063.403,2305.7417,196.27376299123543,1.8119942644692328,256.6853937639971,0.39476395068859926
full,0.0001,1024,"(128, 128)",0.2,0.5,512,5444.377,1174.8389,194.68043087794686,2.782488218755089,253.50659551366698,0.15978583176741515
full,0.0001,1024,"(128, 128)",0.1,0.5,512,5135.054,645.013,191.2162050249352,2.8651393728718118,253.16676319433222,0.3649784653049134
full,0.0001,1024,"(128, 128)",0.25,0.5,512,8015.004,2378.103,198.99318020706036,1.6307843008591312,253.28062586133214,0.1679136062791647
full,0.0001,1024,"(256, 256)",0.2,0.5,512,7444.983,686.8651,196.2943146003547,2.429020997700983,252.77396638866048,0.20015832944522155
full,0.0001,1024,"(256, 256)",0.1,0.5,512,5872.8633,602.99194,193.73777191629938,2.169374597335391,258.44717723633704,0.28814234836353125
full,0.0001,1024,"(256, 256)",0.25,0.5,512,4708.2925,1389.4933,198.04831909651713,3.6497369214639277,258.4728424446851,0.44696277311481336
full,0.0001,1024,"(512, 512)",0.2,0.5,512,5893.715,537.23016,197.35813430712327,1.9363484297187505,258.9370922506787,0.28865645345188723
full,0.0001,1024,"(512, 512)",0.1,0.5,512,5870.2656,284.59927,193.44848354432654,2.5394038446399905,258.70490438865573,0.4808467834944093
full,0.0001,1024,"(512, 512)",0.25,0.5,512,8427.933,3973.2585,196.88111748309242,3.705520314299915,258.6099023473216,0.3281816183853859
full,0.0001,2048,"(128, 128)",0.2,0.5,512,6695.365,1301.8241,195.0163453543482,0.9820815671429031,258.3232883056626,0.20242336458113058
full,0.0001,2048,"(128, 128)",0.1,0.5,512,5754.5117,537.27985,191.02651663408565,3.2302677970230302,257.9473903469819,0.17954324088192813
full,0.0001,2048,"(128, 128)",0.25,0.5,512,6211.7383,504.01462,203.22456974143606,3.1544675989328,257.809421638997,0.18997343096095443
full,0.0001,2048,"(256, 256)",0.2,0.5,512,5849.2866,155.66257,194.07883527135178,0.33939936953447897,258.4439880413508,0.6334758468531437
full,0.0001,2048,"(256, 256)",0.1,0.5,512,6397.28,141.51292,188.82562670145657,2.976165623690181,258.1013599166763,0.10074519221789001
full,0.0001,2048,"(256, 256)",0.25,0.5,512,7458.4507,1424.0916,193.75316536642868,4.118927735595614,247.23218025003248,15.678090686068876
full,0.0001,2048,"(512, 512)",0.2,0.5,512,5244.2593,409.9879,195.48689554826126,2.73328454001931,214.51919273599438,0.4517754640884587
full,0.0001,2048,"(512, 512)",0.1,0.5,512,5970.822,133.1877,186.99053782285594,0.6872477041693598,215.06285634735832,0.4847686553736085
full,0.0001,2048,"(512, 512)",0.25,0.5,512,7347.184,1567.8933,199.44468031923915,1.2316898128216507,215.5652186946633,0.1649423151064158
full,0.0005,512,"(128, 128)",0.2,0.5,512,5540.859,232.60641,197.70137539335997,6.722779464469135,219.39526040264172,0.35234910037106826
full,0.0005,512,"(128, 128)",0.1,0.5,512,6108.9126,2027.3444,199.94985686678103,2.9868659742245525,219.5039001526699,0.0794237574100446
full,0.0005,512,"(128, 128)",0.25,0.5,512,9509.179,2962.6646,197.67087689173664,2.5659121658865907,219.40032752764333,0.5084287526734135
full,0.0005,512,"(256, 256)",0.2,0.5,512,16649.736,11398.147,202.92675046749773,5.317026031631436,218.9593314723073,0.22534895439637234
full,0.0005,512,"(256, 256)",0.1,0.5,512,4813.918,1290.0973,192.39940329635658,4.314234348927089,219.17473231933158,0.39050955067107207
full,0.0005,512,"(256, 256)",0.25,0.5,512,5141.2075,1367.4028,202.37092433552985,3.0551218000635942,219.36286143031126,0.29505675571910384
full,0.0005,512,"(512, 512)",0.2,0.5,512,6301.9395,1882.7415,199.70557831716064,5.408841889083725,219.9029658609846,0.15688475395966162
full,0.0005,512,"(512, 512)",0.1,0.5,512,8966.821,1654.3634,192.41834444246047,4.7300851573397695,219.2670842083365,0.07384316262993752
full,0.0005,512,"(512, 512)",0.25,0.5,512,10320.501,5572.967,201.67021390051863,5.376946374738318,219.25215370797864,0.1286646450397877
full,0.0005,1024,"(128, 128)",0.2,0.5,512,5832.004,2713.6265,201.81426141048266,4.696874522002368,215.82764724999046,0.5128387990351674
full,0.0005,1024,"(128, 128)",0.1,0.5,512,4883.9517,1083.4653,199.13146051436115,2.442255936055752,216.27404051365252,0.4258144052233981
full,0.0005,1024,"(128, 128)",0.25,0.5,512,12680.852,9454.582,201.9246594356898,7.018453021127787,215.92132199998014,0.0664273244170701
full,0.0005,1024,"(256, 256)",0.2,0.5,512,8546.8125,2466.9666,199.5110498606016,1.5738614971927944,216.50566469466625,0.11971862328336247
full,0.0005,1024,"(256, 256)",0.1,0.5,512,5144.302,1722.5245,194.9827436858047,2.370279770918711,244.73737538898908,14.77470495425985
full,0.0005,1024,"(256, 256)",0.25,0.5,512,8727.675,2839.6567,207.33475239887977,3.0845483542809156,259.1980001803604,0.6697217713156467
full,0.0005,1024,"(512, 512)",0.2,0.5,512,5882.3535,3218.1853,200.83937257047322,1.1335916255370033,258.44966433333076,0.45248493506568677
full,0.0005,1024,"(512, 512)",0.1,0.5,512,7100.819,548.55414,199.40035827581733,0.6261787567275177,257.6533183053446,1.5796176777750408
full,0.0005,1024,"(512, 512)",0.25,0.5,512,22112.328,20949.629,204.33650965833917,4.029644495701327,258.73139679201023,0.13469388721165104
full,0.0005,2048,"(128, 128)",0.2,0.5,512,6745.5015,671.19,199.4855461809951,4.876019134590742,259.15926020836923,0.5701078970034675
full,0.0005,2048,"(128, 128)",0.1,0.5,512,5953.696,892.5885,188.29898654189287,2.5554570989176235,258.3204471109784,0.3409734302874389
full,0.0005,2048,"(128, 128)",0.25,0.5,512,7388.8086,2555.9375,197.87602037822262,7.512493797710975,258.46347461099504,0.3342681107489699
full,0.0005,2048,"(256, 256)",0.2,0.5,512,6674.8667,2117.5825,197.99097489058212,2.356770092681761,258.59747043034685,0.21514242263833075
full,0.0005,2048,"(256, 256)",0.1,0.5,512,5906.7305,690.9289,190.00677620187176,5.617883076922222,258.3747125003526,0.3489339006813985
full,0.0005,2048,"(256, 256)",0.25,0.5,512,8701.919,4635.902,202.70847149305692,1.48103603718362,256.87397176399827,1.164231667702638
full,0.0005,2048,"(512, 512)",0.2,0.5,512,5521.4976,644.91296,198.62737044855962,1.7350546719042599,257.99996993069846,0.13638917608693918
full,0.0005,2048,"(512, 512)",0.1,0.5,512,6164.846,643.99884,191.56526224158233,3.6838696936602,258.37168372267234,0.35963817454305896
full,0.0005,2048,"(512, 512)",0.25,0.5,512,16668.387,11022.047,201.49232624161945,3.9875853447425786,258.5285778193502,0.21916723481111505
no_history,0.0003,512,"(128, 128)",0.2,0.5,512,11682.464,4104.2856,199.24830478038712,0.9343801363715502,262.66898973600473,0.09844903635279954
no_history,0.0003,512,"(128, 128)",0.1,0.5,512,7378.588,2809.313,199.76503307758355,3.568634273905374,262.6866055553158,0.39312606060908306
no_history,0.0003,512,"(128, 128)",0.25,0.5,512,6446.557,1516.2347,198.501662253935,4.991379226639597,262.5667689166342,0.4415481659812726
no_history,0.0003,512,"(256, 256)",0.2,0.5,512,6557.7305,1430.9594,199.54627160882387,1.9387314451433717,262.3705620833207,0.25086158222154264
no_history,0.0003,512,"(256, 256)",0.1,0.5,512,5511.7964,3037.4597,193.91655176015857,2.7848023374677493,262.7897169723874,0.18323472437186097
no_history,0.0003,512,"(256, 256)",0.25,0.5,512,10939.415,8831.98,193.31140125019752,5.686052757798705,262.5788405692826,0.14310539507980455
no_history,0.0003,512,"(512, 512)",0.2,0.5,512,7747.1694,3610.6965,198.57422640725667,3.9090392286070355,262.54303073564853,0.0452228049193661
no_history,0.0003,512,"(512, 512)",0.1,0.5,512,5222.944,1770.7504,195.29014021066033,1.3317872935679698,262.1021831390681,0.49124454830803144
no_history,0.0003,512,"(512, 512)",0.25,0.5,512,7454.1323,4138.438,203.55757839781344,2.2322802080006148,262.67743352769565,0.14331446586429825
no_history,0.0003,1024,"(128, 128)",0.2,0.5,512,6539.3267,798.29755,201.00646623607267,1.763799512300286,258.9555381529887,0.1161882067415539
no_history,0.0003,1024,"(128, 128)",0.1,0.5,512,6866.061,497.86484,193.2626468323518,1.8159361350240293,258.7484334579979,0.2754799667081482
no_history,0.0003,1024,"(128, 128)",0.25,0.5,512,9921.261,4154.0845,200.47334584338947,3.7545701160449627,258.57552843067486,0.18819319772250867
no_history,0.0003,1024,"(256, 256)",0.2,0.5,512,6844.9536,1483.2168,200.06774761239635,0.5430115165860235,256.4298587780213,1.7263758172302746
no_history,0.0003,1024,"(256, 256)",0.1,0.5,512,6541.386,1237.0079,197.49022990740994,2.420346146127069,259.1894980279806,0.6235918459533342
no_history,0.0003,1024,"(256, 256)",0.25,0.5,512,7521.5757,3198.022,204.59543337131046,2.011876726161833,259.1043504859942,0.1929990889771949
no_history,0.0003,1024,"(512, 512)",0.2,0.5,512,9698.4795,2053.5393,200.8159744188963,2.3719470399511504,259.30213391672197,0.11728268278994007
no_history,0.0003,1024,"(512, 512)",0.1,0.5,512,6119.5522,1022.92804,193.21379474984056,0.5132988020540217,258.1518568333704,1.5569640071269126
no_history,0.0003,1024,"(512, 512)",0.25,0.5,512,7031.0386,3299.537,196.0278461089749,3.746805152175383,253.50063441635575,0.14563127569535614
no_history,0.0003,2048,"(128, 128)",0.2,0.5,512,6895.301,1170.9191,201.02844094001148,6.72531622283166,227.44366072234698,9.451403280454471
no_history,0.0003,2048,"(128, 128)",0.1,0.5,512,5645.307,424.43195,191.89085042559472,1.4086520949374302,221.86232141700262,0.21845999604862024
no_history,0.0003,2048,"(128, 128)",0.25,0.5,512,6348.2153,1148.181,203.7005160010458,1.7299128849309295,249.71092918072827,18.734911628697034
no_history,0.0003,2048,"(256, 256)",0.2,0.5,512,8033.4575,1331.4315,199.14284277190086,1.4958335398530826,265.70350613902946,0.11666317370501433
no_history,0.0003,2048,"(256, 256)",0.1,0.5,512,5894.6333,325.69424,191.89310265136578,1.3140328478622736,265.9404857219973,0.25732124492678266
no_history,0.0003,2048,"(256, 256)",0.25,0.5,512,8459.043,3913.8892,198.86960117037174,3.6974296473559614,265.8141236527202,0.27266736020347027
no_history,0.0003,2048,"(512, 512)",0.2,0.5,512,6012.367,1578.3136,199.021854883707,4.913272959340411,265.60544611133326,0.09010799448564384
no_history,0.0003,2048,"(512, 512)",0.1,0.5,512,6123.9277,834.20636,192.97487617837552,2.4228247634281943,269.6838900137227,5.8771984712244825
no_history,0.0003,2048,"(512, 512)",0.25,0.5,512,9824.675,6776.496,200.1956155641419,1.2199062445221198,269.9846865416427,5.773276477204635
no_history,0.0001,512,"(128, 128)",0.2,0.5,512,5073.2876,326.46942,192.36190999356305,7.821690285221886,270.772613569318,0.10318312246174416
no_history,0.0001,512,"(128, 128)",0.1,0.5,512,7614.2656,837.75604,193.6480152908653,3.263935307204706,271.19232075001736,0.8324894289471175
no_history,0.0001,512,"(128, 128)",0.25,0.5,512,7682.237,2033.6052,195.605521162393,3.6903477506392344,270.3995280276674,0.11533748505565612
no_history,0.0001,512,"(256, 256)",0.2,0.5,512,7985.2095,3441.1545,193.97041684615456,3.7032103330554715,249.16402001399547,18.40871168927322
no_history,0.0001,512,"(256, 256)",0.1,0.5,512,5959.225,1913.0715,193.25800755073305,4.560655833412318,224.57857401362466,0.647236203361057
no_history,0.0001,512,"(256, 256)",0.25,0.5,512,7783.8926,2674.0583,187.18127663393378,3.017327008811561,225.08412676366666,0.28031097119673243
no_history,0.0001,512,"(512, 512)",0.2,0.5,512,6895.261,2545.4932,199.78192229228284,4.41987479346106,224.58709476399235,0.06501972245727308
no_history,0.0001,512,"(512, 512)",0.1,0.5,512,5358.237,676.9444,192.04114985780566,1.4223857256550352,224.56015554167485,0.11988711183229989
no_history,0.0001,512,"(512, 512)",0.25,0.5,512,5765.6035,2033.606,193.84031478471854,0.8754660885589605,224.80695363898607,0.11348676484956499
no_history,0.0001,1024,"(128, 128)",0.2,0.5,512,6608.1626,2473.6143,196.01390369619912,3.0875749824631136,221.78542819432914,0.6557440841731771
no_history,0.0001,1024,"(128, 128)",0.1,0.5,512,5731.1987,672.8728,189.07413846778684,2.8247433275423597,221.1290977082681,0.5272287689060999
no_history,0.0001,1024,"(128, 128)",0.25,0.5,512,8488.983,982.58496,194.19247416120012,4.2531889834090455,221.0851304443786,0.2133388029447252
no_history,0.0001,1024,"(256, 256)",0.2,0.5,512,6149.733,4080.0142,198.07198836903694,1.4019190044144956,221.70216212468222,0.18143970916288782
no_history,0.0001,1024,"(256, 256)",0.1,0.5,512,6420.8813,762.91003,194.68940685233704,1.176500121473701,221.6251440413762,0.27703141721735025
no_history,0.0001,1024,"(256, 256)",0.25,0.5,512,5780.025,3475.3108,198.9306243228027,3.3035392793977754,221.83328220865224,0.3780590051746515
no_history,0.0001,1024,"(512, 512)",0.2,0.5,512,5163.078,2291.9097,193.92049336731148,1.229706151064343,221.6539626250354,0.12228447093699567
no_history,0.0001,1024,"(512, 512)",0.1,0.5,512,5165.3257,1162.8372,196.512926435936,1.864978198147388,221.14167838900661,1.0928629690858243
no_history,0.0001,1024,"(512, 512)",0.25,0.5,512,5047.2983,3600.9785,195.14956983111497,4.839847724853644,221.00573866635872,0.11981030435111008
no_history,0.0001,2048,"(128, 128)",0.2,0.5,512,5405.0615,1652.0327,195.02698703736215,3.1629214506224037,220.88055220836154,0.2442478973165845
no_history,0.0001,2048,"(128, 128)",0.1,0.5,512,6325.2695,599.10376,188.6144537597241,2.2957408832420136,221.40680020834165,0.19671671876587338
no_history,0.0001,2048,"(128, 128)",0.25,0.5,512,5289.0635,1251.8983,197.067270508289,2.146893041687282,221.2835742359748,0.18947634732143995
no_history,0.0001,2048,"(256, 256)",0.2,0.5,512,5964.1313,866.9382,194.21694986043292,4.418228903727735,221.2105253750536,0.4069878508471855
no_history,0.0001,2048,"(256, 256)",0.1,0.5,512,5827.4375,898.9972,191.0987820546936,1.4916653928281696,220.89370272230977,0.07278215287945632
no_history,0.0001,2048,"(256, 256)",0.25,0.5,512,8076.346,1620.1797,198.88481502889863,3.3561119756146454,220.7008316386491,0.2108188313291982
no_history,0.0001,2048,"(512, 512)",0.2,0.5,512,6061.931,570.19684,196.95362440693148,0.7536629111541928,220.80058934733583,0.08725737166913738
no_history,0.0001,2048,"(512, 512)",0.1,0.5,512,6235.201,645.52386,193.09327029158635,2.985572126066357,220.6830171106849,0.306384624612027
no_history,0.0001,2048,"(512, 512)",0.25,0.5,512,6280.435,957.42944,195.77780370688188,3.8771523900709366,220.9949026943262,0.19811954782938068
no_history,0.0005,512,"(128, 128)",0.2,0.5,512,4672.5513,135.68146,199.13199955773712,0.9545584102076514,224.23223419499118,0.17188431121062767
no_history,0.0005,512,"(128, 128)",0.1,0.5,512,10433.972,919.227,198.5525375878175,6.00029310578473,224.62200783294006,0.06651749873554492
no_history,0.0005,512,"(128, 128)",0.25,0.5,512,7089.1714,2259.4663,194.96349137810398,1.7169901893536375,224.89885290296903,0.3013150807775752
no_history,0.0005,512,"(256, 256)",0.2,0.5,512,4364.6387,2253.963,197.90158895497947,3.0279838856213948,225.19626099965535,0.05873659066769956
no_history,0.0005,512,"(256, 256)",0.1,0.5,512,5141.3936,2727.6038,199.37513224743404,2.9463256270806633,225.111534333361,0.10335476981571387
no_history,0.0005,512,"(256, 256)",0.25,0.5,512,4635.5137,1324.554,203.11942022990067,2.088238132823166,224.55377327732276,0.07292611004821588
no_history,0.0005,512,"(512, 512)",0.2,0.5,512,7864.3906,1323.9288,200.3887030618921,4.118870041448003,224.37984515303592,0.22690650727173212
no_history,0.0005,512,"(512, 512)",0.1,0.5,512,7856.108,2468.1174,197.78310630716973,2.6314741963353954,224.46872324997094,0.12149958230319154
no_history,0.0005,512,"(512, 512)",0.25,0.5,512,5698.3853,1238.9861,199.50909878457924,4.555747423235752,224.92891270834176,0.08075797087803413
no_history,0.0005,1024,"(128, 128)",0.2,0.5,512,8855.864,3666.2363,198.17678812418862,1.2162692627915925,221.4992041386819,0.15060166514162188
no_history,0.0005,1024,"(128, 128)",0.1,0.5,512,7078.0547,1302.5435,200.83219418408842,3.0108047298854874,221.5563288476939,0.010728437818558957
no_history,0.0005,1024,"(128, 128)",0.25,0.5,512,25281.467,29718.785,202.3833016575414,1.984238605556217,221.5646016386648,0.449924279559001
no_history,0.0005,1024,"(256, 256)",0.2,0.5,512,6420.7124,1700.2073,202.8553982121629,2.6175290184902833,221.5359381250261,0.04849697901894144
no_history,0.0005,1024,"(256, 256)",0.1,0.5,512,6218.7026,809.33417,200.29808136835808,1.5009580088048697,221.47784142999444,0.29367863094995444
no_history,0.0005,1024,"(256, 256)",0.25,0.5,512,7280.0405,4076.9724,203.14294385349714,4.491965212482887,221.8999709446216,0.10001282721910183
no_history,0.0005,1024,"(512, 512)",0.2,0.5,512,7948.121,2710.3782,202.81789028876915,3.520735778446723,221.94525695836637,0.2828983172299529
no_history,0.0005,1024,"(512, 512)",0.1,0.5,512,6444.1426,819.4816,197.01668963830232,3.7266370811523593,221.87386751330146,0.12206476927341992
no_history,0.0005,1024,"(512, 512)",0.25,0.5,512,6371.7075,2825.2585,201.67017871852306,2.0985780864496597,221.56128249996496,0.043987331879613026
no_history,0.0005,2048,"(128, 128)",0.2,0.5,512,10103.849,829.667,201.08020537180644,6.904200894755471,220.82250570866745,0.18071008275265946
no_history,0.0005,2048,"(128, 128)",0.1,0.5,512,6154.906,1288.196,189.6652453475394,1.501254933278644,221.46440823628413,0.09867082142602583
no_history,0.0005,2048,"(128, 128)",0.25,0.5,512,13695.961,9673.888,202.97737183724485,3.1698306106314957,221.77755256932383,0.09250779602684182
no_history,0.0005,2048,"(256, 256)",0.2,0.5,512,7490.207,849.54614,199.50695637012177,3.388128362561695,221.69190818067486,0.20330201487664368
no_history,0.0005,2048,"(256, 256)",0.1,0.5,512,6218.761,781.9611,192.13295430729522,3.7691719146076097,222.08187715262952,0.2480690737175375
no_history,0.0005,2048,"(256, 256)",0.25,0.5,512,8380.073,1364.6282,204.40712510716784,3.056148696680403,221.5120105969642,0.22322742581165064
no_history,0.0005,2048,"(512, 512)",0.2,0.5,512,5719.071,942.53076,200.84367314414354,2.5896434698132587,221.31103851397833,0.22771494644255763
no_history,0.0005,2048,"(512, 512)",0.1,0.5,512,6105.3027,1432.86,191.2258031072798,1.224897982902221,221.08609662464974,0.22561687368208153
no_history,0.0005,2048,"(512, 512)",0.25,0.5,512,8094.6245,2974.694,196.33534403498433,2.5995114658815077,221.520116278048,0.330547682264857
