feature_variant,lr,rollout_len,hidden_sizes,clip_coef,reward_temperature,max_episode_steps,seed,val_mse,final_reward,train_time_sec,episode_reward_log
full,0.0005,1024,"(256, 256)",0.2,0.5,512,1,6869.918,199.51948887131417,216.33922554197488,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0005,1024,"(256, 256)",0.2,0.5,512,2,6735.7505,197.5792654131895,216.61576045898255,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0005,1024,"(256, 256)",0.1,0.5,512,0,5729.91,198.02250772102144,224.00166683399584,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0005,1024,"(256, 256)",0.1,0.5,512,1,6899.2847,192.23925419588676,252.87797737499932,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0005,1024,"(256, 256)",0.1,0.5,512,2,2803.71,194.68646914050592,257.33248195797205,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0005,1024,"(256, 256)",0.25,0.5,512,0,10404.578,207.3975186880694,258.5337692500325,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0005,1024,"(256, 256)",0.25,0.5,512,1,11049.36,211.08076294829561,260.1148282500217,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0005,1024,"(256, 256)",0.25,0.5,512,2,4729.085,203.52597556027425,258.945403041027,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0005,1024,"(512, 512)",0.2,0.5,512,0,10053.851,199.51090881047858,257.9535816250136,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0005,1024,"(512, 512)",0.2,0.5,512,1,5372.6865,200.7264731944931,259.04776337498333,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0005,1024,"(512, 512)",0.2,0.5,512,2,2220.5232,202.280735706448,258.3476479999954,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0005,1024,"(512, 512)",0.1,0.5,512,0,7088.3584,199.30597202705107,259.2548380829976,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0005,1024,"(512, 512)",0.1,0.5,512,1,7778.8022,200.21009200901946,258.20131295803003,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0005,1024,"(512, 512)",0.1,0.5,512,2,6435.298,198.6850107913814,255.50380387500627,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0005,1024,"(512, 512)",0.25,0.5,512,0,51404.434,206.15913126614606,258.917942125001,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0005,1024,"(512, 512)",0.25,0.5,512,1,3617.9219,198.7491332006333,258.6715051670326,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0005,1024,"(512, 512)",0.25,0.5,512,2,11314.632,208.10126450823813,258.60474308399716,sweep_episode_logs/fv=full_lr=0.0005_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(128, 128)",0.2,0.5,512,0,7005.578,204.77903298803844,258.4185351250344,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(128, 128)",0.2,0.5,512,1,7406.0415,200.66602003928205,259.80535683303606,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(128, 128)",0.2,0.5,512,2,5824.885,193.01158551566476,259.25388866703724,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(128, 128)",0.1,0.5,512,0,6522.002,186.81698387979736,258.64370208297623,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(128, 128)",0.1,0.5,512,1,6645.679,191.89450929671187,258.4686970000039,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(128, 128)",0.1,0.5,512,2,4693.4062,186.18546644916935,257.84894224995514,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(128, 128)",0.25,0.5,512,0,3775.15,199.91134787797745,258.1897878329619,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(128, 128)",0.25,0.5,512,1,9268.625,205.88882871276718,258.9341209590202,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(128, 128)",0.25,0.5,512,2,9122.651,187.82788454392318,258.266515041003,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(256, 256)",0.2,0.5,512,0,4727.5986,194.6687010454636,258.2966289999895,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(256, 256)",0.2,0.5,512,1,9618.867,199.88324008525424,258.7085183330346,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(256, 256)",0.2,0.5,512,2,5678.1343,199.42098354102848,258.7872639580164,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(256, 256)",0.1,0.5,512,0,5750.431,197.59873149701417,258.64506441698177,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(256, 256)",0.1,0.5,512,1,6820.1963,188.2387473939838,258.59704833407886,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(256, 256)",0.1,0.5,512,2,5149.5654,184.18284971461725,257.8820247499971,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(256, 256)",0.25,0.5,512,0,15112.992,201.32636944435623,255.9438024580013,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(256, 256)",0.25,0.5,512,1,4308.533,204.76244109912366,256.1625183339929,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(256, 256)",0.25,0.5,512,2,6684.2314,202.03660393569083,258.5155945000006,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(512, 512)",0.2,0.5,512,0,5819.987,196.7797319013702,257.86578291701153,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(512, 512)",0.2,0.5,512,1,6118.609,198.15287075963172,258.1870567500591,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(512, 512)",0.2,0.5,512,2,4625.897,200.94950868467683,257.94707012502477,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(512, 512)",0.1,0.5,512,0,5992.276,192.21820351140977,257.9212882920401,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(512, 512)",0.1,0.5,512,1,7025.5776,195.71501709846626,258.39226620900445,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(512, 512)",0.1,0.5,512,2,5476.686,186.76256611487094,258.8014966669725,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
full,0.0005,2048,"(512, 512)",0.25,0.5,512,0,11444.001,205.34207982992112,258.7844155000057,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
full,0.0005,2048,"(512, 512)",0.25,0.5,512,1,31998.977,203.13617517305016,258.2491277080262,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
full,0.0005,2048,"(512, 512)",0.25,0.5,512,2,6562.183,195.99872372188707,258.5521902500186,sweep_episode_logs/fv=full_lr=0.0005_rollout=2048_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(128, 128)",0.2,0.5,512,0,17476.146,199.369591963402,262.7967923749238,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(128, 128)",0.2,0.5,512,1,8481.212,200.32720777559558,262.5572534580715,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(128, 128)",0.2,0.5,512,2,9090.03,198.04811460216382,262.6529233750189,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(128, 128)",0.1,0.5,512,0,7010.2188,204.65563242598728,262.6682567499811,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(128, 128)",0.1,0.5,512,1,10988.643,196.24072720257328,262.21456312504597,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(128, 128)",0.1,0.5,512,2,4136.902,198.3987396041901,263.1769967909204,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(128, 128)",0.25,0.5,512,0,4318.315,191.58756145881557,263.1890997500159,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(128, 128)",0.25,0.5,512,1,7283.9883,200.72696287073927,262.21115774998907,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(128, 128)",0.25,0.5,512,2,7737.3696,203.19046243225006,262.3000492498977,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(256, 256)",0.2,0.5,512,0,8565.56,202.16695250794734,262.019173250068,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(256, 256)",0.2,0.5,512,1,5334.878,197.53804639563091,262.503927832935,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(256, 256)",0.2,0.5,512,2,5772.754,198.93381592289336,262.5885851669591,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(256, 256)",0.1,0.5,512,0,3006.9324,196.20945762522308,263.01456704200245,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(256, 256)",0.1,0.5,512,1,9786.394,195.54311579631104,262.78884587506764,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(256, 256)",0.1,0.5,512,2,3742.0625,189.9970818589416,262.5657380000921,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(256, 256)",0.25,0.5,512,0,6346.9937,192.43271580410905,262.49930987495463,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(256, 256)",0.25,0.5,512,1,23294.854,200.67300717698012,262.45743866590783,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(256, 256)",0.25,0.5,512,2,3176.397,186.82848076950347,262.77977316698525,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(512, 512)",0.2,0.5,512,0,4212.7476,201.10796051358963,262.51325174991507,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(512, 512)",0.2,0.5,512,1,12706.024,201.5624768783175,262.5089042909676,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(512, 512)",0.2,0.5,512,2,6322.7373,193.0522418298628,262.60693616606295,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(512, 512)",0.1,0.5,512,0,5643.434,196.38660004455386,262.61657770804595,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(512, 512)",0.1,0.5,512,1,7150.6245,196.06811463975427,262.24937487510033,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(512, 512)",0.1,0.5,512,2,2874.773,193.41570594767285,261.44059683405794,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,512,"(512, 512)",0.25,0.5,512,0,13295.13,206.70642599855591,262.51229808304925,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,512,"(512, 512)",0.25,0.5,512,1,4214.162,202.1785554188853,262.6582354999846,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,512,"(512, 512)",0.25,0.5,512,2,4853.104,201.78775377599908,262.8617670000531,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=512_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(128, 128)",0.2,0.5,512,0,5926.49,203.48730106891344,259.1186405000044,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(128, 128)",0.2,0.5,512,1,6024.623,199.54115555939535,258.85673104203306,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(128, 128)",0.2,0.5,512,2,7666.8677,199.9909420799092,258.8912429169286,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(128, 128)",0.1,0.5,512,0,7051.928,194.8001278780515,258.9873402080266,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(128, 128)",0.1,0.5,512,1,7361.2554,194.27535237809752,258.8954880409874,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(128, 128)",0.1,0.5,512,2,6185.0,190.71246024090638,258.36247212497983,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(128, 128)",0.25,0.5,512,0,4905.991,195.36475218423652,258.3929485420231,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(128, 128)",0.25,0.5,512,1,9779.378,201.7738890074903,258.49911787500605,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(128, 128)",0.25,0.5,512,2,15078.411,204.28139633844157,258.8345188749954,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=128x128_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(256, 256)",0.2,0.5,512,0,8187.4375,200.45464723432335,255.67004612495657,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(256, 256)",0.2,0.5,512,1,7569.491,200.44877475713443,254.80039362504613,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(256, 256)",0.2,0.5,512,2,4777.932,199.2998208457313,258.8191365840612,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(256, 256)",0.1,0.5,512,0,4811.969,194.34538192127235,260.0620358749293,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(256, 256)",0.1,0.5,512,1,7634.394,197.89237121724668,258.8641726250062,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(256, 256)",0.1,0.5,512,2,7177.7954,200.23293658371085,258.64228558400646,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(256, 256)",0.25,0.5,512,0,12013.259,202.13873041807489,259.3648372499738,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(256, 256)",0.25,0.5,512,1,4817.9097,207.06673693533153,258.90351704193745,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(256, 256)",0.25,0.5,512,2,5733.558,204.58083276052488,259.0446971660713,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=256x256_clip=0.25_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(512, 512)",0.2,0.5,512,0,6796.8276,197.51787131521672,259.1366972080432,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(512, 512)",0.2,0.5,512,1,11253.457,201.9348504539268,259.39514125010464,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(512, 512)",0.2,0.5,512,2,11045.154,202.99520148754533,259.37456329201814,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.2_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(512, 512)",0.1,0.5,512,0,6971.3345,193.6094265896441,259.3349330830388,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(512, 512)",0.1,0.5,512,1,6706.2925,192.4888924273582,259.1685641250806,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=1.csv
no_history,0.0003,1024,"(512, 512)",0.1,0.5,512,2,4681.0293,193.5430652325195,255.95207329199184,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.1_temp=0.5_maxep=512_seed=2.csv
no_history,0.0003,1024,"(512, 512)",0.25,0.5,512,0,11630.273,198.77000145222323,253.42819783301093,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=0.csv
no_history,0.0003,1024,"(512, 512)",0.25,0.5,512,1,5413.839,198.58337783066617,253.36988741601817,sweep_episode_logs/fv=no_history_lr=0.0003_rollout=1024_hidden=512x512_clip=0.25_temp=0.5_maxep=512_seed=1.csv
